ID_HDC_G0,Region,Region_L2_pred,Country,City,TotalBlocks,ValidBlocks,PctValid,TotalPop,DeprivedPop,PctDeprived
7633.0,Asia,South-Central Asia,india,Hingoli,59,59,100.0,162968.21364754002,20174.331386894,12.379304488497429
7635.0,Asia,South-Central Asia,india,Bhadravathi,63,63,100.0,165444.272822901,15795.33493139,9.547223764160176
7638.0,Asia,South-Central Asia,india,Bareli,6,6,100.0,44856.16150584,0.0,0.0
7639.0,Asia,South-Central Asia,india,Mangrul Pir,9,9,100.0,68243.008244844,922.990744049,1.3525059457189672
7641.0,Asia,South-Central Asia,india,Taliparamba,117,117,100.0,164542.40741239503,0.0,0.0
7643.0,Asia,South-Central Asia,india,Purna,36,36,100.0,51736.567478114,4625.278614634,8.94005698501475
7644.0,Asia,South-Central Asia,india,Orai,42,42,100.0,295958.28897428,36291.414221395,12.262340868090664
7645.0,Asia,South-Central Asia,india,Mau Ranipur,45,45,100.0,109451.044814277,36600.972976471,33.440496651793225
7647.0,Asia,South-Central Asia,india,Betul,25,25,100.0,170864.477031219,7098.19485777,4.154283547464974
7648.0,Asia,South-Central Asia,india,Kannauj,24,24,100.0,202848.77452558,43425.9948488,21.408063691961726
7650.0,Asia,South-Central Asia,india,Nilanga,6,6,100.0,69825.18935906,0.0,0.0
7654.0,Asia,South-Central Asia,india,Ahmadpur,15,15,100.0,89403.812721695,0.0,0.0
7655.0,Asia,South-Central Asia,india,Davanagere,396,396,100.0,530708.841821305,4507.342733287001,0.849306131365467
7657.0,Asia,South-Central Asia,india,Karanja,29,29,100.0,118218.182943746,36458.096890988,30.83966948496963
7664.0,Asia,South-Central Asia,india,Chandur Bazar,28,28,100.0,52958.268144203,3625.9344366769997,6.84677683719517
7665.0,Asia,South-Central Asia,india,Hardoi,34,34,100.0,430445.306481675,199402.63746156002,46.324732656841974
7666.0,Asia,South-Central Asia,india,Basmat,68,68,100.0,109383.176382873,13885.670005151,12.694520733743467
7668.0,Asia,South-Central Asia,india,Koppala,45,45,100.0,134057.333634011,3181.689267797,2.3733794948386095
7669.0,Asia,South-Central Asia,india,Thalassery,569,569,100.0,1020360.696649699,8712.765413337,0.8538907311840714
7670.0,Asia,South-Central Asia,india,Sansarpur,18,18,100.0,174681.290599634,76622.47919212,43.86415908028592
7673.0,Asia,South-Central Asia,india,Sagar,136,136,100.0,578656.864390207,168663.22823373802,29.147364977943642
7676.0,Asia,South-Central Asia,india,Chikkamagaluru,108,108,100.0,136724.768286402,0.0,0.0
7679.0,Asia,South-Central Asia,india,Pipariya,12,12,100.0,108231.025815371,2027.61320209,1.8734121633004406
7680.0,Asia,South-Central Asia,india,Amravati,680,680,100.0,763765.06197829,0.0,0.0
7683.0,Asia,South-Central Asia,india,N/A,3,3,100.0,100920.5758298,0.0,0.0
7688.0,Asia,South-Central Asia,india,Hagaribommanahalli,12,12,100.0,56010.055475795,823.675997855,1.4705859347183745
7695.0,Asia,South-Central Asia,india,Kalpi,34,34,100.0,108936.16272532902,57675.357288214,52.94417927464207
7697.0,Asia,South-Central Asia,india,Nanded-Waghala,555,555,100.0,724452.87980493,20030.054985672,2.764852696984985
7699.0,Asia,South-Central Asia,india,Pukhrayan,7,7,100.0,109311.52040528398,54668.3330671,50.011501865870486
7700.0,Asia,South-Central Asia,india,Rath,41,41,100.0,111991.67354313399,50842.158221781,45.39815917850264
7702.0,Asia,South-Central Asia,india,Kalaburagi,658,658,100.0,713302.645714679,637.261494915,0.08933956697672259
7703.0,Asia,South-Central Asia,india,Lingasugur,62,62,100.0,67453.535049185,2323.197869889,3.444145467239036
7705.0,Asia,South-Central Asia,india,Banda,8,8,100.0,65696.977499584,0.0,0.0
7706.0,Asia,South-Central Asia,india,Udgir,149,149,100.0,193335.95149259298,10069.803999459999,5.208448776194524
7709.0,Asia,South-Central Asia,india,Morshi,48,48,100.0,78823.233614041,2661.724766202,3.376827673976394
7710.0,Asia,South-Central Asia,india,Pusad,160,160,100.0,195647.292669928,22604.704145547,11.55380370311736
7714.0,Asia,South-Central Asia,india,Hosapete,196,196,100.0,247943.20321255404,29715.433168454998,11.98477424806877
7715.0,Asia,South-Central Asia,india,Kaduru,15,15,100.0,59246.935689415004,1950.94804771,3.2929096247901892
7716.0,Asia,South-Central Asia,india,Jainpur,17,17,100.0,84396.06353644801,0.0,0.0
7720.0,Asia,South-Central Asia,india,Nowgaon,22,22,100.0,64219.53335250101,8565.954843651,13.338550432362183
7724.0,Asia,South-Central Asia,india,Kozhikode,1226,1226,100.0,4765862.041417237,415181.562837497,8.71157325221343
7726.0,Asia,South-Central Asia,india,Digras,11,11,100.0,77273.5464853,16533.07003774,21.395510869797
7727.0,Asia,South-Central Asia,india,N/A,8,8,100.0,125164.274820561,0.0,0.0
7729.0,Asia,South-Central Asia,india,Shorapur,16,16,100.0,102785.826045893,19489.6725266,18.961439798030156
7731.0,Asia,South-Central Asia,india,Lakhimpur,31,31,100.0,380032.93487820803,117257.95460552999,30.85468227723697
7734.0,Asia,South-Central Asia,india,Gangawati,73,73,100.0,143123.46110059,24543.538904057998,17.14850850819511
7737.0,Asia,South-Central Asia,india,Shahabad,65,65,100.0,74700.08689066001,0.0,0.0
7740.0,Asia,South-Central Asia,india,Shahapura,25,25,100.0,85153.58525390699,9369.174693528,11.00267788560098
7741.0,Asia,South-Central Asia,india,Maski,7,7,100.0,30397.099646435,0.0,0.0
7742.0,Asia,South-Central Asia,india,N/A,23,23,100.0,87219.394836516,17381.394003313002,19.92835886547101
7745.0,Asia,South-Central Asia,india,Kushalanagara,53,53,100.0,72846.061758009,0.0,0.0
7747.0,Asia,South-Central Asia,india,Bhalki,15,15,100.0,61582.80345782001,6319.21662272,10.261333144809214
7750.0,Asia,South-Central Asia,india,Sitapur,72,72,100.0,359231.71376259,97739.535985374,27.20793633770551
7751.0,Asia,South-Central Asia,india,Gadarwara,18,18,100.0,113450.69338004699,27757.516462292002,24.466590406201803
7752.0,Asia,South-Central Asia,india,Warud,43,43,100.0,66785.907737088,1006.07041886,1.5064112369641451
7753.0,Asia,South-Central Asia,india,Wadi,24,24,100.0,65695.625731786,0.0,0.0
7754.0,Asia,South-Central Asia,india,Hassan,212,212,100.0,244154.433065688,0.0,0.0
7756.0,Asia,South-Central Asia,india,Kanpur,1935,1935,100.0,3950574.000190808,1067972.3951949202,27.0333474361786
7758.0,Asia,South-Central Asia,india,Umarkhed,14,14,100.0,72621.134112143,18649.544166120002,25.68060165147105
7766.0,Asia,South-Central Asia,india,Sandila,37,37,100.0,115692.826685955,69396.994114622,59.9838348690349
7768.0,Asia,South-Central Asia,india,Chhatarpur,94,94,100.0,244695.40644088696,26846.390817900003,10.971350548987727
7772.0,Asia,South-Central Asia,india,Chitradurga,128,128,100.0,234547.512600173,5463.503860703,2.3293804313399358
7775.0,Asia,South-Central Asia,india,Sindhanur,28,28,100.0,115579.24088549502,9383.99091929,8.119097207591777
7779.0,Asia,South-Central Asia,india,Guruvayur,813,813,100.0,1894808.577108944,22849.097416695,1.2058789311349662
7780.0,Asia,South-Central Asia,india,Arvi,31,31,100.0,51900.49753023699,0.0,0.0
7781.0,Asia,South-Central Asia,india,Arasikere,36,36,100.0,69549.24803144099,0.0,0.0
7782.0,Asia,South-Central Asia,india,Ghatampur,4,4,100.0,81170.25131698999,0.0,0.0
7783.0,Asia,South-Central Asia,india,Toranagallu,4,4,100.0,151217.67281343899,0.0,0.0
7784.0,Asia,South-Central Asia,india,Arni,10,10,100.0,49668.30216522101,2966.291535481,5.97220240308128
7788.0,Asia,South-Central Asia,india,Yavatmal,311,311,100.0,350140.958869007,0.0,0.0
7789.0,Asia,South-Central Asia,india,Mahoba,20,20,100.0,156920.30144490098,45639.397049585,29.084443905182177
7790.0,Asia,South-Central Asia,india,Pandhurna,51,51,100.0,80707.26100196899,7042.379558132,8.72583144403846
7792.0,Asia,South-Central Asia,india,Degloor,44,44,100.0,81204.77934552098,14652.36698015,18.043724886936943
7793.0,Asia,South-Central Asia,india,Holenarasipura,30,30,100.0,43382.932754120004,0.0,0.0
7796.0,Asia,South-Central Asia,india,Unnao,78,78,100.0,429041.328832435,87320.31116982899,20.352424184275385
7797.0,Asia,South-Central Asia,india,Malappuram,301,301,100.0,852268.774491945,1661.58728145,0.19496047856974535
7799.0,Asia,South-Central Asia,india,Yadgir,62,62,100.0,126730.474686296,10167.525575149,8.022952332749737
7806.0,Asia,South-Central Asia,india,Siruguppa,23,23,100.0,105126.942160695,21388.85049169,20.345736356523542
7807.0,Asia,South-Central Asia,india,Bidar,225,225,100.0,285074.274389758,6119.483426838,2.146627730593237
7811.0,Asia,South-Central Asia,india,Pulgaon,26,26,100.0,50069.857265339,915.063005504,1.8275726264900995
7812.0,Asia,South-Central Asia,india,Damoh,8,8,100.0,298215.39318186,13982.512381,4.6887292543189005
7813.0,Asia,South-Central Asia,india,Challakere,16,16,100.0,93134.267987967,6770.070218,7.26915061905538
7816.0,Asia,South-Central Asia,india,Manvi,16,16,100.0,76323.009526377,13065.56011132,17.118769545905526
7817.0,Asia,South-Central Asia,india,Channarayapattana,36,36,100.0,52497.64324159599,0.0,0.0
7819.0,Asia,South-Central Asia,india,Ballari,447,447,100.0,581604.9812829369,40360.630927723,6.939526349773219
7820.0,Asia,South-Central Asia,india,Tipaturu,39,39,100.0,68176.82224686901,0.0,0.0
7821.0,Asia,South-Central Asia,india,Hunsur,33,33,100.0,76224.571174112,5433.604583694,7.128416073712731
7823.0,Asia,South-Central Asia,india,Hiriyur,34,34,100.0,71453.25108645001,0.0,0.0
7824.0,Asia,South-Central Asia,india,Manjeri,164,164,100.0,571576.842394565,10071.87892827,1.7621215873748233
7827.0,Asia,South-Central Asia,india,Hatta,12,12,100.0,44909.01448294,7983.30308007,17.776616058013676
7829.0,Asia,South-Central Asia,india,Katol,52,52,100.0,85395.956092602,7850.148369054,9.192646500194254
7834.0,Asia,South-Central Asia,india,Narsinghpur,12,12,100.0,141368.53367787,8795.85429575,6.221932184564289
7838.0,Asia,South-Central Asia,india,Krishnarajanagara,29,29,100.0,70361.672064251,4962.92510771,7.053449643973907
7840.0,Asia,South-Central Asia,india,Vadanappally,122,122,100.0,148456.683031325,0.0,0.0
7845.0,Asia,South-Central Asia,india,Chhindwara,52,52,100.0,273597.430329152,42217.98688985,15.430695690036108
7846.0,Asia,South-Central Asia,india,Khatgaon,58,58,100.0,70608.97052308501,12508.596766502,17.715308230435706
7847.0,Asia,South-Central Asia,india,Rayadurg,11,11,100.0,63985.737125739994,8241.84043342,12.880746246970245
7851.0,Asia,South-Central Asia,india,Zaheerabad,92,92,100.0,113971.77855944098,0.0,0.0
7853.0,Asia,South-Central Asia,india,Perinthalmanna,119,119,100.0,220350.26781290103,0.0,0.0
7854.0,Asia,South-Central Asia,india,Lucknow,2636,2636,100.0,4903016.74716177,669646.798548821,13.657852564677905
7856.0,Asia,South-Central Asia,india,Pattambi,51,51,100.0,113957.15588243701,0.0,0.0
7857.0,Asia,South-Central Asia,india,Triprayar,169,169,100.0,320147.069292979,0.0,0.0
7859.0,Asia,South-Central Asia,india,Bodhan,84,84,100.0,107149.77948653899,1229.135404578,1.1471189305923057
7863.0,Asia,South-Central Asia,india,Kinwat,16,16,100.0,71501.651332734,3901.499964285,5.4565172853551465
7864.0,Asia,South-Central Asia,india,Thrissur,1057,1057,100.0,1361062.45308761,420.044787664,0.0308615366408144
7865.0,Asia,South-Central Asia,india,Tanduru,70,70,100.0,120721.171450051,0.0,0.0
7866.0,Asia,South-Central Asia,india,Banda,59,59,100.0,278869.76875402493,183682.214617857,65.8666643711648
7867.0,Asia,South-Central Asia,india,Banswada,11,11,100.0,57408.59073944299,12202.819000645999,21.256085271331983
7872.0,Asia,South-Central Asia,india,Wardha,247,247,100.0,287563.587925645,0.0,0.0
7873.0,Asia,South-Central Asia,india,Kodungallur,109,109,100.0,244855.21924711202,0.0,0.0
7875.0,Asia,South-Central Asia,india,Raichur,217,217,100.0,307472.930488702,39542.271041331005,12.860407249016015
7877.0,Asia,South-Central Asia,india,Shoranur,124,124,100.0,228805.51486640697,0.0,0.0
7878.0,Asia,South-Central Asia,india,Irinjalakuda,363,363,100.0,412289.28295306105,0.0,0.0
7882.0,Asia,South-Central Asia,india,Narayanapet,34,34,100.0,69862.79990305801,8844.680718449,12.660071927723948
7884.0,Asia,South-Central Asia,india,Nizamabad,389,389,100.0,424790.00089720497,1264.412826761,0.2976559768568977
7885.0,Asia,South-Central Asia,india,Mysuru,1191,1191,100.0,1268517.89855817,0.0,0.0
7886.0,Asia,South-Central Asia,india,Adoni,165,165,100.0,220406.59745579798,41340.270753091005,18.75636720056971
7887.0,Asia,South-Central Asia,india,Kochi,2314,2314,100.0,3734804.197305121,119379.17386900901,3.1963971218396954
7889.0,Asia,South-Central Asia,india,Nanpara,9,9,100.0,72261.83256044,19286.5792671,26.689856295809623
7893.0,Asia,South-Central Asia,india,Saoner,26,26,100.0,49249.566940964,1105.282778737,2.2442487262109627
7894.0,Asia,South-Central Asia,india,Makhtal,11,11,100.0,43447.921862831005,8862.30313688,20.39753055361103
7904.0,Asia,South-Central Asia,india,Kalmeshwar,18,18,100.0,44181.175426757,1018.51762191,2.3053203362560732
7908.0,Asia,South-Central Asia,india,Panna,25,25,100.0,101573.926449185,30982.131828447997,30.502051965026293
7909.0,Asia,South-Central Asia,india,Mannarkkad,69,69,100.0,103951.965000763,2144.110158808,2.0625970454644724
7913.0,Asia,South-Central Asia,india,Pandharkawada,23,23,100.0,56756.502785118,4365.976198738001,7.692468676704291
7915.0,Asia,South-Central Asia,india,Nanjanagudu,52,52,100.0,114421.16219951602,4667.009120369,4.078798913291182
7920.0,Asia,South-Central Asia,india,Adilabad,166,166,100.0,176338.013667888,0.0,0.0
7922.0,Asia,South-Central Asia,india,Nirmal,78,78,100.0,116326.117338668,12508.284068933,10.75277362908692
7923.0,Asia,South-Central Asia,india,Alappuzha,740,740,100.0,1004801.294289331,9222.4265217,0.9178358521346028
7924.0,Asia,South-Central Asia,india,Fatehpur,37,37,100.0,476560.567230036,166827.242215227,35.00651411108032
7927.0,Asia,South-Central Asia,india,Nagpur,2569,2569,100.0,3335354.015086598,156826.14801677802,4.701934106766961
7928.0,Asia,South-Central Asia,india,Emmiganuru,116,116,100.0,130092.260400649,7027.622387624,5.402029579608213
7930.0,Asia,South-Central Asia,india,Butibori,29,29,100.0,59597.54339300801,0.0,0.0
7931.0,Asia,South-Central Asia,india,Armoor,80,80,100.0,93732.06605553499,0.0,0.0
7932.0,Asia,South-Central Asia,india,Sadasivpet,32,32,100.0,46703.098029321,0.0,0.0
7934.0,Asia,South-Central Asia,india,Bachhrawan,11,11,100.0,61602.515158371,0.0,0.0
7937.0,Asia,South-Central Asia,india,Atarra Buzurg,12,12,100.0,71304.022140382,4095.364652721,5.743525441886186
7938.0,Asia,South-Central Asia,india,Hinganghat,87,87,100.0,144839.70626858698,11385.481671131998,7.860746175512852
7939.0,Asia,South-Central Asia,india,Guntakal,119,119,100.0,144503.53495107003,3104.74584416,2.148560479998839
7944.0,Asia,South-Central Asia,india,Bahraich,91,91,100.0,484073.2314406909,232478.336022941,48.02544758177243
7946.0,Asia,South-Central Asia,india,Lalganj,17,17,100.0,110552.22298570201,31540.907659970002,28.530324228802943
7950.0,Asia,South-Central Asia,india,Mandya,185,185,100.0,191462.585753456,0.0,0.0
7951.0,Asia,South-Central Asia,india,Udhagamandalam,58,58,100.0,93076.29484607301,0.0,0.0
7957.0,Asia,South-Central Asia,india,Tumakuru,316,316,100.0,367484.563823041,920.002066453,0.2503512139073191
7958.0,Asia,South-Central Asia,india,Palakkad,259,259,100.0,373436.162035431,0.0,0.0
7963.0,Asia,South-Central Asia,india,Kollam,2539,2539,100.0,3226264.136075473,19692.383443573002,0.610377285088859
7964.0,Asia,South-Central Asia,india,Sangareddy,70,70,100.0,109803.94954643698,1904.8834207740001,1.7348041018947225
7967.0,Asia,South-Central Asia,india,Tirumakudalu Narasipura,23,23,100.0,34883.518369467,0.0,0.0
7970.0,Asia,South-Central Asia,india,Jabalpur,395,395,100.0,1558918.3772872798,399748.978165485,25.642713819379054
7972.0,Asia,South-Central Asia,india,Muvattupuzha,112,112,100.0,204717.680101566,0.0,0.0
7973.0,Asia,South-Central Asia,india,Ettumanoor,705,705,100.0,966662.540505585,0.0,0.0
7975.0,Asia,South-Central Asia,india,Kamareddy,100,100,100.0,112510.31326542399,0.0,0.0
7977.0,Asia,South-Central Asia,india,Madhugiri,23,23,100.0,55928.144442896,6936.608919140001,12.402715999674275
7982.0,Asia,South-Central Asia,india,Kamptee,26,26,100.0,34582.121515635,0.0,0.0
7983.0,Asia,South-Central Asia,india,Medak,48,48,100.0,72662.556947929,8023.15874402,11.041668613133869
7984.0,Asia,South-Central Asia,india,Gadwal,54,54,100.0,75888.735936072,19163.861183538,25.252576613848817
7987.0,Asia,South-Central Asia,india,Sivani,39,39,100.0,164968.71801653897,12524.9696185,7.592330090874748
7990.0,Asia,South-Central Asia,india,Kanjikode,21,21,100.0,32749.596828513,0.0,0.0
7995.0,Asia,South-Central Asia,india,Mahbubnagar,187,187,100.0,217697.635078836,3559.9395847789997,1.6352679180413787
7998.0,Asia,South-Central Asia,india,Rae Bareli,83,83,100.0,425026.818480779,186410.883251653,43.858616714578694
8000.0,Asia,South-Central Asia,india,Warora,39,39,100.0,79749.959037874,3439.26583911,4.312561260974015
8001.0,Asia,South-Central Asia,india,Wani,39,39,100.0,102185.92836110601,12813.946276737,12.539834478437095
8005.0,Asia,South-Central Asia,india,Hyderabad,7646,7646,100.0,9400213.969357245,308519.45206959406,3.282047122281511
8007.0,Asia,South-Central Asia,india,Chengannur,59,59,100.0,70181.58834697999,0.0,0.0
8011.0,Asia,South-Central Asia,india,Anantapur,381,381,100.0,423328.94120727305,1690.844868496,0.399416317645081
8018.0,Asia,South-Central Asia,india,Khaga,10,10,100.0,107233.361776604,22876.7205182,21.333585126108773
8021.0,Asia,South-Central Asia,india,Channapattana,86,86,100.0,117200.50389234402,3580.2753202810004,3.054829289445468
8022.0,Asia,South-Central Asia,india,Mettupalayam,39,39,100.0,78489.60431938201,0.0,0.0
8023.0,Asia,South-Central Asia,india,Coimbatore,1292,1292,100.0,2198738.608699104,114571.093823759,5.2107646343439455
8024.0,Asia,South-Central Asia,india,Chitrakoot Dham,19,19,100.0,148495.152537524,74599.437693944,50.2369514554309
8027.0,Asia,South-Central Asia,india,Karamadai - காரமடை,21,21,100.0,41127.874812680995,0.0,0.0
8028.0,Asia,South-Central Asia,india,Katni,35,35,100.0,288437.654543781,26902.840921648,9.327090446703277
8029.0,Asia,South-Central Asia,india,Shadnagar,54,54,100.0,55509.460761589005,0.0,0.0
8033.0,Asia,South-Central Asia,india,Umred,56,56,100.0,68659.694306766,551.215910403,0.802823135128175
8038.0,Asia,South-Central Asia,india,Korutla,11,11,100.0,79745.737828295,3439.39439823,4.312950750591276
8039.0,Asia,South-Central Asia,india,Jadcherla,38,38,100.0,46417.405848878996,0.0,0.0
8041.0,Asia,South-Central Asia,india,Bhadravati,28,28,100.0,53253.074329202,3147.4003519999997,5.910269766855663
8042.0,Asia,South-Central Asia,india,Wanaparthy,41,41,100.0,84285.277293153,4157.58390198,4.932752237997021
8043.0,Asia,South-Central Asia,india,Hindupur,60,60,100.0,135637.574746526,5092.706911617999,3.7546431518958103
8044.0,Asia,South-Central Asia,india,Ramanagara,74,74,100.0,98364.54276236099,503.631295073,0.5120049165375814
8050.0,Asia,South-Central Asia,india,Bengaluru,10131,10131,100.0,14374276.356740132,2047183.252460105,14.241991747293604
8053.0,Asia,South-Central Asia,india,Dhone,14,14,100.0,58599.588085439,2869.44915459,4.896705332478283
8054.0,Asia,South-Central Asia,india,Rudauli,13,13,100.0,93352.301337567,0.0,0.0
8055.0,Asia,South-Central Asia,india,Unchahar,12,12,100.0,86687.505390617,0.0,0.0
8059.0,Asia,South-Central Asia,india,Pathanamthitta,55,55,100.0,58804.160259557,0.0,0.0
8062.0,Asia,South-Central Asia,india,Gowribidanur,17,17,100.0,56432.87957728699,0.0,0.0
8063.0,Asia,South-Central Asia,india,Pollachi,136,136,100.0,217112.889237096,0.0,0.0
8065.0,Asia,South-Central Asia,india,Kurnool,301,301,100.0,474435.778177039,7564.066190164999,1.5943287876030325
8066.0,Asia,South-Central Asia,india,Kottarakara,77,77,100.0,120885.79533921301,0.0,0.0
8067.0,Asia,South-Central Asia,india,Satna,119,119,100.0,491322.57326207304,57074.487426707,11.616500143229382
8068.0,Asia,South-Central Asia,india,Dharmavaram,96,96,100.0,126324.472141309,8035.003197022999,6.3606069836055905
8072.0,Asia,South-Central Asia,india,Attingal,192,192,100.0,296455.507416437,2453.93225742,0.8277573517880079
8078.0,Asia,South-Central Asia,india,Gonda,92,92,100.0,382984.9202046909,119011.8322598,31.07480894970817
8080.0,Asia,South-Central Asia,india,N/A,12,12,100.0,34320.255494955,0.0,0.0
8081.0,Asia,South-Central Asia,india,Maihar,30,30,100.0,106770.138339485,11463.137185913001,10.73627641978411
8082.0,Asia,South-Central Asia,india,Doddaballapura,90,90,100.0,140688.440935585,1620.55642013,1.151876024322411
8085.0,Asia,South-Central Asia,india,Kanakapura,27,27,100.0,57864.59203301401,0.0,0.0
8087.0,Asia,South-Central Asia,india,Bhandara,138,138,100.0,160491.74693341897,2480.987428353,1.545866049661889
8088.0,Asia,South-Central Asia,india,Shamirpet,36,36,100.0,48143.65713850399,0.0,0.0
8089.0,Asia,South-Central Asia,india,Satyamangalam,29,29,100.0,52355.06171336999,0.0,0.0
8090.0,Asia,South-Central Asia,india,Jagtial,83,83,100.0,129894.770938735,6187.199445522,4.763239813895356
8091.0,Asia,South-Central Asia,india,Chandrapur,288,288,100.0,394975.860752712,0.0,0.0
8092.0,Asia,South-Central Asia,india,Sirsilla,99,99,100.0,110664.182110992,0.0,0.0
8094.0,Asia,South-Central Asia,india,Nagarkurnool,18,18,100.0,41541.185362927004,0.0,0.0
8095.0,Asia,South-Central Asia,india,Thiruvananthapuram,2319,2319,100.0,3224218.376639133,23892.969737467,0.7410468816436869
8096.0,Asia,South-Central Asia,india,Balrampur,35,35,100.0,189561.564187957,15956.009628906002,8.417323257095017
8097.0,Asia,South-Central Asia,india,Gajwel,44,44,100.0,46957.062793588,0.0,0.0
8101.0,Asia,South-Central Asia,india,Tadipatri,49,49,100.0,114783.097752522,0.0,0.0
8104.0,Asia,South-Central Asia,india,Tiruppur,579,579,100.0,1133032.283328006,476.096438676,0.042019671079237285
8110.0,Asia,South-Central Asia,india,Ghatkesar,129,129,100.0,160604.48321463203,708.346653093,0.4410503610577076
8112.0,Asia,South-Central Asia,india,Ballarpur,66,66,100.0,92803.731807608,0.0,0.0
8113.0,Asia,South-Central Asia,india,Siddipet,133,133,100.0,130208.29328619999,671.028229557,0.515349838801795
8114.0,Asia,South-Central Asia,india,Bethamcherla,6,6,100.0,53201.9158854,0.0,0.0
8115.0,Asia,South-Central Asia,india,Bagepalli,9,9,100.0,46607.562977279,0.0,0.0
8116.0,Asia,South-Central Asia,india,Chikkaballapura,34,34,100.0,75863.155037766,0.0,0.0
8117.0,Asia,South-Central Asia,india,Palladam,37,37,100.0,71629.06438363799,0.0,0.0
8122.0,Asia,South-Central Asia,india,Jigani,144,144,100.0,282809.33456151106,0.0,0.0
8123.0,Asia,South-Central Asia,india,Faizabad,350,350,100.0,926968.107047273,206853.08314141902,22.315016187592533
8124.0,Asia,South-Central Asia,india,Udumalaippettai,88,88,100.0,129428.68193240599,0.0,0.0
8129.0,Asia,South-Central Asia,india,Kalwakurthy,16,16,100.0,36516.113790993,0.0,0.0
8133.0,Asia,South-Central Asia,india,Gobichettipalayam,62,62,100.0,116079.54749107001,0.0,0.0
8138.0,Asia,South-Central Asia,india,Mandla,40,40,100.0,135132.147275064,5103.487030935001,3.7766639055522133
8151.0,Asia,South-Central Asia,india,Hoskote,42,42,100.0,51535.13127953,0.0,0.0
8153.0,Asia,South-Central Asia,india,Hosur,270,270,100.0,371616.81853327,0.0,0.0
8154.0,Asia,South-Central Asia,india,Karimnagar,343,343,100.0,344456.382308261,0.0,0.0
8157.0,Asia,South-Central Asia,india,Balaghat,57,57,100.0,130940.634642141,0.0,0.0
8159.0,Asia,South-Central Asia,india,Cumbum,18,18,100.0,107063.231019003,13554.214245888998,12.660008592009723
8163.0,Asia,South-Central Asia,india,Bhongir,55,55,100.0,60207.050329476006,1573.8591892079999,2.6140778872162653
8164.0,Asia,South-Central Asia,india,Pudukadai,36,36,100.0,143679.143024332,5293.045679266001,3.683934611420689
8165.0,Asia,South-Central Asia,india,Bodinayakkanur,59,59,100.0,103787.761448782,16129.282010074001,15.540639652425305
8167.0,Asia,South-Central Asia,india,"Rewa, Madhya Pradesh",140,140,100.0,321118.08432451996,23472.256626106002,7.3095405621519225
8168.0,Asia,South-Central Asia,india,Sakoli,13,13,100.0,41399.821744419,0.0,0.0
8171.0,Asia,South-Central Asia,india,Brahmapuri,48,48,100.0,77523.752298569,4460.49321673,5.753711713477439
8172.0,Asia,South-Central Asia,india,Perundurai,27,27,100.0,37470.169522821,0.0,0.0
8175.0,Asia,South-Central Asia,india,Kangeyam,33,33,100.0,42762.31372864501,0.0,0.0
8176.0,Asia,South-Central Asia,india,Shencottai,46,46,100.0,70898.189472754,1861.067031335,2.624985271380172
8178.0,Asia,South-Central Asia,india,Kaghaznagar,49,49,100.0,78010.78187961201,2316.490986021,2.9694497737451995
8179.0,Asia,South-Central Asia,india,Dharapuram,48,48,100.0,65233.379416710006,758.957734267,1.1634499715533477
8181.0,Asia,South-Central Asia,india,Maluru,45,45,100.0,67744.837648133,0.0,0.0
8183.0,Asia,South-Central Asia,india,Sultanpur,81,81,100.0,402426.615573236,48430.661728021005,12.034656718476242
8185.0,Asia,South-Central Asia,india,Gondia,119,119,100.0,268762.244972158,14641.718834059999,5.4478332087071175
8186.0,Asia,South-Central Asia,india,Pulivendula,46,46,100.0,62391.27284707,0.0,0.0
8187.0,Asia,South-Central Asia,india,Kadiri,56,56,100.0,101363.02709437002,22285.477037594002,21.985804564465102
8188.0,Asia,South-Central Asia,india,Erode,603,603,100.0,852700.899299945,1061.493680924,0.12448605153289635
8191.0,Asia,South-Central Asia,india,Nandyal,118,118,100.0,244227.879844354,25024.2928585,10.246288373975952
8193.0,Asia,South-Central Asia,india,Atmakur,53,53,100.0,54662.22640867199,4390.163667865,8.031439544819776
8194.0,Asia,South-Central Asia,india,Kodaikanal,44,44,100.0,64556.460229016004,4337.28778081,6.718596040463402
8195.0,Asia,South-Central Asia,india,Theni,76,76,100.0,170853.58442474197,1392.507614317,0.8150297923251211
8196.0,Asia,South-Central Asia,india,Jammalamadugu,18,18,100.0,68291.46044414099,0.0,0.0
8197.0,Asia,South-Central Asia,india,Chintamani,41,41,100.0,108522.53431108,3664.779946556,3.3769760076288886
8198.0,Asia,South-Central Asia,india,Palani,63,63,100.0,106377.37761855799,8648.88031457,8.130375563103904
8199.0,Asia,South-Central Asia,india,Tenkasi,52,52,100.0,100033.68492895401,2948.5056600999997,2.9475127925099325
8201.0,Asia,South-Central Asia,india,Prayagraj,1127,1127,100.0,2283528.981978435,723994.389296267,31.70506680712249
8202.0,Asia,South-Central Asia,india,Mancherial,93,93,100.0,133428.696490739,483.653120545,0.3624805857101132
8203.0,Asia,South-Central Asia,india,Kadayanallur,49,49,100.0,82987.730791698,15988.269906237998,19.26582369913101
8206.0,Asia,South-Central Asia,india,Bellampalli,9,9,100.0,67510.50339684899,15703.86645532,23.261367735635886
8208.0,Asia,South-Central Asia,india,Pratapgarh,27,27,100.0,283176.427081382,59597.044790654,21.04590604694875
